status	src	dst
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619212/sql_outputs/value_counts/value_counts__clinvar_significance.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619212/sql_outputs/value_counts/value_counts__clinvar_significance.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619225/tables/stage_funnel_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619225/tables/stage_funnel_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619225/tables/priority_tier_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619225/tables/priority_tier_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619225/tables/interpretation_label_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619225/tables/interpretation_label_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619225/figures/ERR10619225_f3a_deterministic_evidence_lineage.png	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619225/figures/ERR10619225_f3a_deterministic_evidence_lineage.png
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619225/figures/ERR10619225_f3b_semantic_branching.png	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619225/figures/ERR10619225_f3b_semantic_branching.png
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619225/sql_outputs/lane_candidate_slices/ERR10619225_bucket_1a_validation_routed_epilepsy_mito.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619225/sql_outputs/lane_candidate_slices/ERR10619225_bucket_1a_validation_routed_epilepsy_mito.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619225/sql_outputs/lane_candidate_slices/ERR10619225_bucket_1b_clinically_contextualized_epilepsy_mito.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619225/sql_outputs/lane_candidate_slices/ERR10619225_bucket_1b_clinically_contextualized_epilepsy_mito.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619225/sql_outputs/lane_candidate_slices/ERR10619225_bucket_2a_rare_impact_coding_triage_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619225/sql_outputs/lane_candidate_slices/ERR10619225_bucket_2a_rare_impact_coding_triage_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619225/sql_outputs/lane_candidate_slices/ERR10619225_bucket_2b_rare_impact_tier2.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619225/sql_outputs/lane_candidate_slices/ERR10619225_bucket_2b_rare_impact_tier2.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619225/sql_outputs/lane_candidate_slices/ERR10619225_bucket_2c_rare_impact_deprioritized.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619225/sql_outputs/lane_candidate_slices/ERR10619225_bucket_2c_rare_impact_deprioritized.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619225/sql_outputs/value_counts/value_counts__priority_tier.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619225/sql_outputs/value_counts/value_counts__priority_tier.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619225/sql_outputs/value_counts/value_counts__coding_interpretation_label.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619225/sql_outputs/value_counts/value_counts__coding_interpretation_label.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619225/sql_outputs/value_counts/value_counts__source_interpretation_label.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619225/sql_outputs/value_counts/value_counts__source_interpretation_label.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619225/sql_outputs/value_counts/value_counts__consequence.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619225/sql_outputs/value_counts/value_counts__consequence.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619225/sql_outputs/value_counts/value_counts__variant_class.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619225/sql_outputs/value_counts/value_counts__variant_class.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619225/sql_outputs/value_counts/value_counts__clinical_significance.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619225/sql_outputs/value_counts/value_counts__clinical_significance.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619225/sql_outputs/value_counts/value_counts__clinvar_significance.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619225/sql_outputs/value_counts/value_counts__clinvar_significance.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619230/tables/stage_funnel_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619230/tables/stage_funnel_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619230/tables/priority_tier_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619230/tables/priority_tier_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619230/tables/interpretation_label_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619230/tables/interpretation_label_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619230/figures/ERR10619230_f3a_deterministic_evidence_lineage.png	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619230/figures/ERR10619230_f3a_deterministic_evidence_lineage.png
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619230/figures/ERR10619230_f3b_semantic_branching.png	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619230/figures/ERR10619230_f3b_semantic_branching.png
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619230/sql_outputs/lane_candidate_slices/ERR10619230_bucket_1a_validation_routed_epilepsy_mito.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619230/sql_outputs/lane_candidate_slices/ERR10619230_bucket_1a_validation_routed_epilepsy_mito.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619230/sql_outputs/lane_candidate_slices/ERR10619230_bucket_1b_clinically_contextualized_epilepsy_mito.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619230/sql_outputs/lane_candidate_slices/ERR10619230_bucket_1b_clinically_contextualized_epilepsy_mito.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619230/sql_outputs/lane_candidate_slices/ERR10619230_bucket_2a_rare_impact_coding_triage_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619230/sql_outputs/lane_candidate_slices/ERR10619230_bucket_2a_rare_impact_coding_triage_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619230/sql_outputs/lane_candidate_slices/ERR10619230_bucket_2b_rare_impact_tier2.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619230/sql_outputs/lane_candidate_slices/ERR10619230_bucket_2b_rare_impact_tier2.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619230/sql_outputs/lane_candidate_slices/ERR10619230_bucket_2c_rare_impact_deprioritized.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619230/sql_outputs/lane_candidate_slices/ERR10619230_bucket_2c_rare_impact_deprioritized.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619230/sql_outputs/value_counts/value_counts__priority_tier.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619230/sql_outputs/value_counts/value_counts__priority_tier.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619230/sql_outputs/value_counts/value_counts__coding_interpretation_label.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619230/sql_outputs/value_counts/value_counts__coding_interpretation_label.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619230/sql_outputs/value_counts/value_counts__source_interpretation_label.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619230/sql_outputs/value_counts/value_counts__source_interpretation_label.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619230/sql_outputs/value_counts/value_counts__consequence.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619230/sql_outputs/value_counts/value_counts__consequence.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619230/sql_outputs/value_counts/value_counts__variant_class.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619230/sql_outputs/value_counts/value_counts__variant_class.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619230/sql_outputs/value_counts/value_counts__clinical_significance.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619230/sql_outputs/value_counts/value_counts__clinical_significance.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619230/sql_outputs/value_counts/value_counts__clinvar_significance.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619230/sql_outputs/value_counts/value_counts__clinvar_significance.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619241/tables/stage_funnel_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619241/tables/stage_funnel_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619241/tables/priority_tier_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619241/tables/priority_tier_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619241/tables/interpretation_label_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619241/tables/interpretation_label_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619241/figures/ERR10619241_f3a_deterministic_evidence_lineage.png	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619241/figures/ERR10619241_f3a_deterministic_evidence_lineage.png
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619241/figures/ERR10619241_f3b_semantic_branching.png	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619241/figures/ERR10619241_f3b_semantic_branching.png
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619241/sql_outputs/lane_candidate_slices/ERR10619241_bucket_1a_validation_routed_epilepsy_mito.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619241/sql_outputs/lane_candidate_slices/ERR10619241_bucket_1a_validation_routed_epilepsy_mito.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619241/sql_outputs/lane_candidate_slices/ERR10619241_bucket_1b_clinically_contextualized_epilepsy_mito.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619241/sql_outputs/lane_candidate_slices/ERR10619241_bucket_1b_clinically_contextualized_epilepsy_mito.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619241/sql_outputs/lane_candidate_slices/ERR10619241_bucket_2a_rare_impact_coding_triage_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619241/sql_outputs/lane_candidate_slices/ERR10619241_bucket_2a_rare_impact_coding_triage_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619241/sql_outputs/lane_candidate_slices/ERR10619241_bucket_2b_rare_impact_tier2.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619241/sql_outputs/lane_candidate_slices/ERR10619241_bucket_2b_rare_impact_tier2.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619241/sql_outputs/lane_candidate_slices/ERR10619241_bucket_2c_rare_impact_deprioritized.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619241/sql_outputs/lane_candidate_slices/ERR10619241_bucket_2c_rare_impact_deprioritized.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619241/sql_outputs/value_counts/value_counts__priority_tier.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619241/sql_outputs/value_counts/value_counts__priority_tier.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619241/sql_outputs/value_counts/value_counts__coding_interpretation_label.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619241/sql_outputs/value_counts/value_counts__coding_interpretation_label.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619241/sql_outputs/value_counts/value_counts__source_interpretation_label.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619241/sql_outputs/value_counts/value_counts__source_interpretation_label.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619241/sql_outputs/value_counts/value_counts__consequence.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619241/sql_outputs/value_counts/value_counts__consequence.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619241/sql_outputs/value_counts/value_counts__variant_class.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619241/sql_outputs/value_counts/value_counts__variant_class.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619241/sql_outputs/value_counts/value_counts__clinical_significance.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619241/sql_outputs/value_counts/value_counts__clinical_significance.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619241/sql_outputs/value_counts/value_counts__clinvar_significance.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619241/sql_outputs/value_counts/value_counts__clinvar_significance.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619281/tables/stage_funnel_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619281/tables/stage_funnel_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619281/tables/priority_tier_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619281/tables/priority_tier_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619281/tables/interpretation_label_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619281/tables/interpretation_label_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619281/figures/ERR10619281_f3a_deterministic_evidence_lineage.png	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619281/figures/ERR10619281_f3a_deterministic_evidence_lineage.png
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619281/figures/ERR10619281_f3b_semantic_branching.png	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619281/figures/ERR10619281_f3b_semantic_branching.png
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619281/sql_outputs/lane_candidate_slices/ERR10619281_bucket_1a_validation_routed_epilepsy_mito.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619281/sql_outputs/lane_candidate_slices/ERR10619281_bucket_1a_validation_routed_epilepsy_mito.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619281/sql_outputs/lane_candidate_slices/ERR10619281_bucket_1b_clinically_contextualized_epilepsy_mito.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619281/sql_outputs/lane_candidate_slices/ERR10619281_bucket_1b_clinically_contextualized_epilepsy_mito.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619281/sql_outputs/lane_candidate_slices/ERR10619281_bucket_2a_rare_impact_coding_triage_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619281/sql_outputs/lane_candidate_slices/ERR10619281_bucket_2a_rare_impact_coding_triage_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619281/sql_outputs/lane_candidate_slices/ERR10619281_bucket_2b_rare_impact_tier2.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619281/sql_outputs/lane_candidate_slices/ERR10619281_bucket_2b_rare_impact_tier2.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619281/sql_outputs/lane_candidate_slices/ERR10619281_bucket_2c_rare_impact_deprioritized.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619281/sql_outputs/lane_candidate_slices/ERR10619281_bucket_2c_rare_impact_deprioritized.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619281/sql_outputs/value_counts/value_counts__priority_tier.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619281/sql_outputs/value_counts/value_counts__priority_tier.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619281/sql_outputs/value_counts/value_counts__coding_interpretation_label.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619281/sql_outputs/value_counts/value_counts__coding_interpretation_label.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619281/sql_outputs/value_counts/value_counts__source_interpretation_label.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619281/sql_outputs/value_counts/value_counts__source_interpretation_label.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619281/sql_outputs/value_counts/value_counts__consequence.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619281/sql_outputs/value_counts/value_counts__consequence.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619281/sql_outputs/value_counts/value_counts__variant_class.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619281/sql_outputs/value_counts/value_counts__variant_class.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619281/sql_outputs/value_counts/value_counts__clinical_significance.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619281/sql_outputs/value_counts/value_counts__clinical_significance.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619281/sql_outputs/value_counts/value_counts__clinvar_significance.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619281/sql_outputs/value_counts/value_counts__clinvar_significance.tsv
