status	src	dst
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619285/tables/stage_funnel_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619285/tables/stage_funnel_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619285/tables/priority_tier_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619285/tables/priority_tier_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619285/tables/interpretation_label_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619285/tables/interpretation_label_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619285/figures/ERR10619285_f3a_deterministic_evidence_lineage.png	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619285/figures/ERR10619285_f3a_deterministic_evidence_lineage.png
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619285/figures/ERR10619285_f3b_semantic_branching.png	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619285/figures/ERR10619285_f3b_semantic_branching.png
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619285/sql_outputs/lane_candidate_slices/ERR10619285_bucket_1a_validation_routed_epilepsy_mito.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619285/sql_outputs/lane_candidate_slices/ERR10619285_bucket_1a_validation_routed_epilepsy_mito.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619285/sql_outputs/lane_candidate_slices/ERR10619285_bucket_1b_clinically_contextualized_epilepsy_mito.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619285/sql_outputs/lane_candidate_slices/ERR10619285_bucket_1b_clinically_contextualized_epilepsy_mito.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619285/sql_outputs/lane_candidate_slices/ERR10619285_bucket_2a_rare_impact_coding_triage_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619285/sql_outputs/lane_candidate_slices/ERR10619285_bucket_2a_rare_impact_coding_triage_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619285/sql_outputs/lane_candidate_slices/ERR10619285_bucket_2b_rare_impact_tier2.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619285/sql_outputs/lane_candidate_slices/ERR10619285_bucket_2b_rare_impact_tier2.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619285/sql_outputs/lane_candidate_slices/ERR10619285_bucket_2c_rare_impact_deprioritized.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619285/sql_outputs/lane_candidate_slices/ERR10619285_bucket_2c_rare_impact_deprioritized.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619285/sql_outputs/value_counts/value_counts__priority_tier.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619285/sql_outputs/value_counts/value_counts__priority_tier.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619285/sql_outputs/value_counts/value_counts__coding_interpretation_label.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619285/sql_outputs/value_counts/value_counts__coding_interpretation_label.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619285/sql_outputs/value_counts/value_counts__source_interpretation_label.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619285/sql_outputs/value_counts/value_counts__source_interpretation_label.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619285/sql_outputs/value_counts/value_counts__consequence.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619285/sql_outputs/value_counts/value_counts__consequence.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619285/sql_outputs/value_counts/value_counts__variant_class.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619285/sql_outputs/value_counts/value_counts__variant_class.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619285/sql_outputs/value_counts/value_counts__clinical_significance.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619285/sql_outputs/value_counts/value_counts__clinical_significance.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619285/sql_outputs/value_counts/value_counts__clinvar_significance.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619285/sql_outputs/value_counts/value_counts__clinvar_significance.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619300/tables/stage_funnel_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619300/tables/stage_funnel_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619300/tables/priority_tier_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619300/tables/priority_tier_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619300/tables/interpretation_label_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619300/tables/interpretation_label_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619300/figures/ERR10619300_f3a_deterministic_evidence_lineage.png	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619300/figures/ERR10619300_f3a_deterministic_evidence_lineage.png
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619300/figures/ERR10619300_f3b_semantic_branching.png	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619300/figures/ERR10619300_f3b_semantic_branching.png
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619300/sql_outputs/lane_candidate_slices/ERR10619300_bucket_1a_validation_routed_epilepsy_mito.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619300/sql_outputs/lane_candidate_slices/ERR10619300_bucket_1a_validation_routed_epilepsy_mito.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619300/sql_outputs/lane_candidate_slices/ERR10619300_bucket_1b_clinically_contextualized_epilepsy_mito.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619300/sql_outputs/lane_candidate_slices/ERR10619300_bucket_1b_clinically_contextualized_epilepsy_mito.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619300/sql_outputs/lane_candidate_slices/ERR10619300_bucket_2a_rare_impact_coding_triage_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619300/sql_outputs/lane_candidate_slices/ERR10619300_bucket_2a_rare_impact_coding_triage_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619300/sql_outputs/lane_candidate_slices/ERR10619300_bucket_2b_rare_impact_tier2.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619300/sql_outputs/lane_candidate_slices/ERR10619300_bucket_2b_rare_impact_tier2.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619300/sql_outputs/lane_candidate_slices/ERR10619300_bucket_2c_rare_impact_deprioritized.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619300/sql_outputs/lane_candidate_slices/ERR10619300_bucket_2c_rare_impact_deprioritized.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619300/sql_outputs/value_counts/value_counts__priority_tier.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619300/sql_outputs/value_counts/value_counts__priority_tier.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619300/sql_outputs/value_counts/value_counts__coding_interpretation_label.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619300/sql_outputs/value_counts/value_counts__coding_interpretation_label.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619300/sql_outputs/value_counts/value_counts__source_interpretation_label.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619300/sql_outputs/value_counts/value_counts__source_interpretation_label.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619300/sql_outputs/value_counts/value_counts__consequence.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619300/sql_outputs/value_counts/value_counts__consequence.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619300/sql_outputs/value_counts/value_counts__variant_class.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619300/sql_outputs/value_counts/value_counts__variant_class.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619300/sql_outputs/value_counts/value_counts__clinical_significance.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619300/sql_outputs/value_counts/value_counts__clinical_significance.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619300/sql_outputs/value_counts/value_counts__clinvar_significance.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619300/sql_outputs/value_counts/value_counts__clinvar_significance.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619309/tables/stage_funnel_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619309/tables/stage_funnel_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619309/tables/priority_tier_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619309/tables/priority_tier_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619309/tables/interpretation_label_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619309/tables/interpretation_label_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619309/figures/ERR10619309_f3a_deterministic_evidence_lineage.png	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619309/figures/ERR10619309_f3a_deterministic_evidence_lineage.png
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619309/figures/ERR10619309_f3b_semantic_branching.png	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619309/figures/ERR10619309_f3b_semantic_branching.png
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619309/sql_outputs/lane_candidate_slices/ERR10619309_bucket_1a_validation_routed_epilepsy_mito.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619309/sql_outputs/lane_candidate_slices/ERR10619309_bucket_1a_validation_routed_epilepsy_mito.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619309/sql_outputs/lane_candidate_slices/ERR10619309_bucket_1b_clinically_contextualized_epilepsy_mito.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619309/sql_outputs/lane_candidate_slices/ERR10619309_bucket_1b_clinically_contextualized_epilepsy_mito.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619309/sql_outputs/lane_candidate_slices/ERR10619309_bucket_2a_rare_impact_coding_triage_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619309/sql_outputs/lane_candidate_slices/ERR10619309_bucket_2a_rare_impact_coding_triage_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619309/sql_outputs/lane_candidate_slices/ERR10619309_bucket_2b_rare_impact_tier2.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619309/sql_outputs/lane_candidate_slices/ERR10619309_bucket_2b_rare_impact_tier2.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619309/sql_outputs/lane_candidate_slices/ERR10619309_bucket_2c_rare_impact_deprioritized.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619309/sql_outputs/lane_candidate_slices/ERR10619309_bucket_2c_rare_impact_deprioritized.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619309/sql_outputs/value_counts/value_counts__priority_tier.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619309/sql_outputs/value_counts/value_counts__priority_tier.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619309/sql_outputs/value_counts/value_counts__coding_interpretation_label.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619309/sql_outputs/value_counts/value_counts__coding_interpretation_label.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619309/sql_outputs/value_counts/value_counts__source_interpretation_label.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619309/sql_outputs/value_counts/value_counts__source_interpretation_label.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619309/sql_outputs/value_counts/value_counts__consequence.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619309/sql_outputs/value_counts/value_counts__consequence.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619309/sql_outputs/value_counts/value_counts__variant_class.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619309/sql_outputs/value_counts/value_counts__variant_class.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619309/sql_outputs/value_counts/value_counts__clinical_significance.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619309/sql_outputs/value_counts/value_counts__clinical_significance.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619309/sql_outputs/value_counts/value_counts__clinvar_significance.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619309/sql_outputs/value_counts/value_counts__clinvar_significance.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619330/tables/stage_funnel_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619330/tables/stage_funnel_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619330/tables/priority_tier_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619330/tables/priority_tier_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619330/tables/interpretation_label_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619330/tables/interpretation_label_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619330/figures/ERR10619330_f3a_deterministic_evidence_lineage.png	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619330/figures/ERR10619330_f3a_deterministic_evidence_lineage.png
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619330/figures/ERR10619330_f3b_semantic_branching.png	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619330/figures/ERR10619330_f3b_semantic_branching.png
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619330/sql_outputs/lane_candidate_slices/ERR10619330_bucket_1a_validation_routed_epilepsy_mito.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619330/sql_outputs/lane_candidate_slices/ERR10619330_bucket_1a_validation_routed_epilepsy_mito.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619330/sql_outputs/lane_candidate_slices/ERR10619330_bucket_1b_clinically_contextualized_epilepsy_mito.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619330/sql_outputs/lane_candidate_slices/ERR10619330_bucket_1b_clinically_contextualized_epilepsy_mito.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619330/sql_outputs/lane_candidate_slices/ERR10619330_bucket_2a_rare_impact_coding_triage_summary.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619330/sql_outputs/lane_candidate_slices/ERR10619330_bucket_2a_rare_impact_coding_triage_summary.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619330/sql_outputs/lane_candidate_slices/ERR10619330_bucket_2b_rare_impact_tier2.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619330/sql_outputs/lane_candidate_slices/ERR10619330_bucket_2b_rare_impact_tier2.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619330/sql_outputs/lane_candidate_slices/ERR10619330_bucket_2c_rare_impact_deprioritized.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619330/sql_outputs/lane_candidate_slices/ERR10619330_bucket_2c_rare_impact_deprioritized.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619330/sql_outputs/value_counts/value_counts__priority_tier.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619330/sql_outputs/value_counts/value_counts__priority_tier.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619330/sql_outputs/value_counts/value_counts__coding_interpretation_label.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619330/sql_outputs/value_counts/value_counts__coding_interpretation_label.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619330/sql_outputs/value_counts/value_counts__source_interpretation_label.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619330/sql_outputs/value_counts/value_counts__source_interpretation_label.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619330/sql_outputs/value_counts/value_counts__consequence.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619330/sql_outputs/value_counts/value_counts__consequence.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619330/sql_outputs/value_counts/value_counts__variant_class.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619330/sql_outputs/value_counts/value_counts__variant_class.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619330/sql_outputs/value_counts/value_counts__clinical_significance.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619330/sql_outputs/value_counts/value_counts__clinical_significance.tsv
copied	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/ERR10619330/sql_outputs/value_counts/value_counts__clinvar_significance.tsv	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/ERR10619330/sql_outputs/value_counts/value_counts__clinvar_significance.tsv
missing_optional	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/hero_figures/ERR10619281_hero_semantic_stability_architecture.png	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/hero_figures/ERR10619281_hero_semantic_stability_architecture.png
missing_optional	docs/case_studies/cross_runs/contrasts/contrast_01_inputs/hero_figures/ERR10619300_hero_semantic_refinery.png	docs/case_studies/cross_runs/contrasts/contrast_01_analysis_bundle/hero_figures/ERR10619300_hero_semantic_refinery.png
